Time(s),VBUS(V),IBUS(A),D+(V),D-(V),PBUS(W),Energy(Wh),Capacity(Ah),
0.000,5.09750,0.01736,2.15147,2.77760,0.08847,0.00000,0.00000,
0.000,5.09750,0.01756,3.09066,1.12588,0.08953,0.00000,0.00000,
0.000,5.09750,0.01777,3.09066,1.12588,0.09060,0.00000,0.00000,
0.000,5.09875,0.01861,1.71449,0.02853,0.09489,0.00000,0.00000,
0.000,5.09875,0.01882,2.92353,1.20740,0.09595,0.00000,0.00000,
0.000,5.09625,0.01777,1.60280,2.79472,0.09058,0.00000,0.00000,
0.000,5.09750,0.01945,3.07272,0.07663,0.09913,0.00000,0.00000,
0.000,5.09750,0.01798,3.08250,1.63949,0.09167,0.00000,0.00000,
0.000,5.09875,0.01798,2.06750,0.10924,0.09169,0.00000,0.00000,
0.000,5.09875,0.01777,3.08658,1.23675,0.09062,0.00000,0.00000,
0.000,5.09750,0.01903,3.03196,0.89597,0.09700,0.00000,0.00000,
0.000,5.09750,0.01903,2.99282,1.04598,0.09700,0.00000,0.00000,
0.000,5.09750,0.01756,3.06620,0.01141,0.08953,0.00000,0.00000,
0.000,5.09875,0.01861,3.06620,0.01141,0.09489,0.00000,0.00000,
0.000,5.09875,0.01903,1.95256,0.08723,0.09702,0.00000,0.00000,
0.000,5.09375,0.01882,3.08986,0.24947,0.09586,0.00000,0.00000,
0.000,5.09375,0.01882,3.08170,0.17202,0.09586,0.00000,0.00000,
0.000,5.09625,0.01882,1.56449,2.55749,0.09591,0.00000,0.00000,
0.000,5.09750,0.01819,1.62972,2.58928,0.09273,0.00000,0.00000,
0.000,5.09625,0.01736,3.05398,1.32399,0.08845,0.00000,0.00000,
0.000,5.09625,0.01819,3.09556,0.73537,0.09271,0.00000,0.00000,
0.000,5.09875,0.01798,3.08823,0.39377,0.09169,0.00000,0.00000,
0.000,5.09875,0.01819,1.66966,1.88897,0.09275,0.00000,0.00000,
0.000,5.09625,0.01777,3.06947,1.83353,0.09058,0.00000,0.00000,
0.000,5.09750,0.01736,3.06947,1.83353,0.08847,0.00000,0.00000,
0.000,5.09750,0.01840,2.14578,0.09539,0.09380,0.00000,0.00000,
0.001,5.09625,0.01840,2.03980,2.36917,0.09377,0.00000,0.00000,
0.002,5.09625,0.01736,1.02724,1.59059,0.08845,0.00000,0.00000,
0.003,5.09750,0.01756,1.83272,0.00163,0.08953,0.00000,0.00000,
0.004,5.09875,0.01945,1.46748,1.59303,0.09915,0.00000,0.00000,
0.005,5.09875,0.01882,2.85017,1.69657,0.09595,0.00000,0.00000,
0.006,5.09750,0.01819,2.99611,0.95549,0.09273,0.00000,0.00000,
0.007,5.09750,0.01903,1.95012,2.31617,0.09700,0.00000,0.00000,
0.008,5.09875,0.01861,3.05155,1.32970,0.09489,0.00000,0.00000,
0.009,5.09875,0.01736,0.68319,0.76880,0.08849,0.00000,0.00000,
0.010,5.10125,0.01736,0.68319,0.76880,0.08853,0.00000,0.00000,
0.011,5.09625,0.01756,1.75447,1.91590,0.08951,0.00000,0.00000,
0.012,5.09875,0.01861,0.41171,1.95014,0.09489,0.00000,0.00000,
0.013,5.10000,0.01798,0.48835,1.19764,0.09171,0.00000,0.00000,
0.014,5.09750,0.01777,0.51770,2.24445,0.09060,0.00000,0.00000,
0.015,5.09750,0.01903,3.08256,0.13207,0.09700,0.00000,0.00000,
0.016,5.10125,0.01840,3.08337,0.13289,0.09387,0.00000,0.00000,
0.017,5.09500,0.01756,2.60399,1.81317,0.08949,0.00000,0.00000,
0.018,5.09500,0.01798,0.63591,2.00639,0.09162,0.00000,0.00000,
0.019,5.09750,0.01798,1.48217,1.51886,0.09167,0.00000,0.00000,
0.020,5.09625,0.01861,3.07522,0.02690,0.09484,0.00000,0.00000,
0.021,5.09750,0.01736,3.07522,0.02690,0.08847,0.00000,0.00000,
0.022,5.09500,0.01819,1.40635,0.07419,0.09269,0.00000,0.00000,
0.023,5.09750,0.01819,3.07359,0.09050,0.09273,0.00000,0.00000,
0.024,5.09875,0.01882,1.00605,1.10551,0.09595,0.00000,0.00000,
0.025,5.10000,0.01777,2.91298,1.42347,0.09064,0.00000,0.00000,
0.026,5.09875,0.01861,3.06870,0.02935,0.09489,0.00000,0.00000,
0.027,5.10000,0.01903,0.93268,0.80386,0.09704,0.00000,0.00000,
0.028,5.10000,0.01798,2.15477,0.10191,0.09171,0.00000,0.00000,
0.029,5.09750,0.01798,2.90809,1.39412,0.09167,0.00000,0.00000,
0.030,5.09750,0.01840,2.95700,2.69204,0.09380,0.00000,0.00000,
0.031,5.09750,0.01945,1.56941,2.55915,0.09913,0.00000,0.00000,
0.032,5.09625,0.01819,1.56941,2.55915,0.09271,0.00000,0.00000,
0.033,5.09625,0.01882,2.20370,0.71418,0.09591,0.00000,0.00000,
0.034,5.09500,0.01945,2.73444,2.20533,0.09908,0.00000,0.00000,
0.035,5.09625,0.01840,3.08175,1.81236,0.09377,0.00000,0.00000,
0.036,5.09750,0.01715,3.09154,0.93105,0.08740,0.00000,0.00000,
0.037,5.09750,0.01715,2.33333,2.89587,0.08740,0.00000,0.00000,
0.038,5.09875,0.01798,2.46948,2.69123,0.09169,0.00000,0.00000,
0.039,5.09500,0.01798,1.36559,1.12264,0.09162,0.00000,0.00000,
0.040,5.09750,0.01798,0.98323,1.37782,0.09167,0.00000,0.00000,
0.041,5.09750,0.01756,2.50861,2.96191,0.08953,0.00000,0.00000,
0.042,5.09625,0.01819,0.81446,0.91311,0.09271,0.00000,0.00000,
0.043,5.10000,0.01819,0.81446,0.91311,0.09278,0.00000,0.00000,
0.044,5.09875,0.01840,1.63219,0.15735,0.09382,0.00000,0.00000,
0.045,5.09500,0.01924,3.07361,0.02120,0.09801,0.00000,0.00000,
0.046,5.09500,0.01861,3.08665,1.37782,0.09482,0.00000,0.00000,
0.047,5.09625,0.01861,0.77859,1.26042,0.09484,0.00000,0.00000,
0.048,5.09500,0.01819,2.38714,2.62846,0.09269,0.00000,0.00000,
0.049,5.09625,0.01966,0.66608,0.76473,0.10017,0.00000,0.00000,
0.050,5.09625,0.01882,1.72676,1.58246,0.09591,0.00000,0.00000,
0.051,5.09750,0.01798,1.26613,2.41241,0.09167,0.00000,0.00000,
0.052,5.09750,0.01861,0.48102,1.53354,0.09486,0.00000,0.00000,
0.053,5.09750,0.01840,0.48102,1.53354,0.09380,0.00000,0.00000,
0.054,5.09750,0.01819,3.01898,0.81936,0.09273,0.00000,0.00000,
0.055,5.09750,0.01756,3.01898,0.81936,0.08953,0.00000,0.00000,
0.056,5.09625,0.01756,0.53891,1.06233,0.08951,0.00000,0.00000,
0.057,5.09875,0.01840,0.74844,1.71945,0.09382,0.00000,0.00000,
0.058,5.09500,0.01777,2.83559,1.76103,0.09056,0.00000,0.00000,
0.059,5.09875,0.01819,3.09240,0.28617,0.09275,0.00000,0.00000,
0.060,5.09375,0.01819,1.96404,2.13607,0.09266,0.00000,0.00000,
0.061,5.09500,0.01819,2.36598,0.95063,0.09269,0.00000,0.00000,
0.062,5.09750,0.01736,2.79156,1.94447,0.08847,0.00000,0.00000,
0.063,5.09500,0.01736,3.08507,1.61999,0.08843,0.00000,0.00000,
0.064,5.09500,0.01736,0.38645,1.91757,0.08843,0.00000,0.00000,
0.065,5.09750,0.01736,1.05417,2.48175,0.08847,0.00000,0.00000,
0.066,5.09500,0.01798,1.05417,2.48175,0.09162,0.00000,0.00000,
0.067,5.09750,0.01756,1.49850,0.00652,0.08953,0.00000,0.00000,
0.068,5.09500,0.01882,3.08260,0.06522,0.09588,0.00000,0.00000,
0.069,5.09500,0.01777,3.09238,0.53320,0.09056,0.00000,0.00000,
0.070,5.09875,0.01945,1.63791,1.75531,0.09915,0.00000,0.00000,
0.071,5.09875,0.01777,3.08504,0.20056,0.09062,0.00000,0.00000,
0.072,5.09875,0.01945,2.15399,0.10762,0.09915,0.00000,0.00000,
