Time(s),VBUS(V),IBUS(A),D+(V),D-(V),PBUS(W),Energy(Wh),Capacity(Ah),Unnamed: 8
7.269,5.09625,0.01966,1.05361,1.36244,0.10017,6e-05,1e-05,
7.299,5.0925,0.0299,2.0389,0.56555,0.15227,6e-05,1e-05,
7.531,5.09,0.05144,3.0702,0.00408,0.26182,7e-05,1e-05,
7.642,5.0925,0.046,2.49219,0.00815,0.23426,8e-05,2e-05,
7.662,5.08875,0.06252,1.32759,1.48243,0.31815,8e-05,2e-05,
20.181,5.09125,0.04475,0.98448,1.95103,0.22782,0.00117,0.00023,
20.182,5.09125,0.03638,2.64701,1.36018,0.18524,0.00117,0.00023,
