Time(s),VBUS(V),IBUS(A),D+(V),D-(V),PBUS(W),Energy(Wh),Capacity(Ah),Unnamed: 8
7.555,5.1,0.01506,1.69115,0.02608,0.07678,6e-05,1e-05,
7.587,5.09625,0.03743,1.69027,1.5232,0.19075,6e-05,1e-05,
7.818,5.0925,0.05437,2.60784,2.92486,0.27686,7e-05,1e-05,
7.949,5.09125,0.06189,2.61583,1.79359,0.31512,8e-05,2e-05,
19.842,5.0925,0.04558,2.31353,0.69104,0.23214,0.00113,0.00022,
