Time(s),VBUS(V),IBUS(A),D+(V),D-(V),PBUS(W),Energy(Wh),Capacity(Ah),Unnamed: 8
7.537,5.09625,0.02007,3.08651,0.02281,0.1023,6e-05,1e-05,
7.568,5.09125,0.03367,3.09282,0.02037,0.1714,6e-05,1e-05,
7.799,5.09375,0.05374,1.8894,0.64474,0.27373,7e-05,1e-05,
7.915,5.0925,0.04579,2.19236,1.42218,0.2332,8e-05,2e-05,
32.951,5.09125,0.04036,2.28241,1.79006,0.20546,0.00177,0.00035,
