Time(s),VBUS(V),IBUS(A),D+(V),D-(V),PBUS(W),Energy(Wh),Capacity(Ah),Unnamed: 8
3.833,5.0975,0.00565,0.69357,1.80199,0.02878,3e-05,1e-05,
3.834,5.09875,0.00523,1.74331,1.45561,0.02665,3e-05,1e-05,
3.835,5.10125,0.00585,1.95766,2.08643,0.02987,3e-05,1e-05,
3.836,5.1,0.00585,2.29263,0.07824,0.02986,3e-05,1e-05,
3.837,5.10125,0.00544,1.86475,1.13857,0.02773,3e-05,1e-05,
3.838,5.1,0.00565,2.1068,0.01304,0.02879,3e-05,1e-05,
3.839,5.0975,0.00523,1.18503,2.0905,0.02665,3e-05,1e-05,
3.84,5.0975,0.00565,2.23476,0.10188,0.02878,3e-05,1e-05,
3.841,5.1,0.00565,2.23476,0.10188,0.02879,3e-05,1e-05,
3.842,5.10125,0.00544,0.82477,1.07742,0.02773,3e-05,1e-05,
3.843,5.09875,0.00544,1.90383,2.16952,0.02772,3e-05,1e-05,
3.844,5.09875,0.00585,0.7775,0.92257,0.02985,3e-05,1e-05,
3.845,5.10125,0.00523,1.9674,0.03097,0.02667,3e-05,1e-05,
3.846,5.1,0.00585,0.88345,1.77343,0.02986,3e-05,1e-05,
3.847,5.1,0.00565,1.00815,2.64873,0.02879,3e-05,1e-05,
3.848,5.09625,0.00502,2.26161,1.77017,0.02557,3e-05,1e-05,
3.849,5.09625,0.00502,2.13121,0.01059,0.02557,3e-05,1e-05,
3.85,5.10125,0.00502,1.9079,1.10595,0.0256,3e-05,1e-05,
3.851,5.09875,0.00544,1.89649,0.14507,0.02772,3e-05,1e-05,
3.852,5.10125,0.00544,1.89649,0.14507,0.02773,3e-05,1e-05,
3.853,5.0975,0.00585,1.87856,1.68296,0.02984,3e-05,1e-05,
3.854,5.09875,0.00544,1.11573,1.1198,0.02772,3e-05,1e-05,
3.855,5.1025,0.00481,0.6031,1.80358,0.02454,3e-05,1e-05,
3.856,5.0975,0.00565,3.11328,0.16137,0.02878,3e-05,1e-05,
3.857,5.1025,0.0046,3.07253,0.33252,0.02347,3e-05,1e-05,
3.858,5.1025,0.00481,3.11002,0.0652,0.02454,3e-05,1e-05,
3.859,5.09875,0.00481,3.10595,0.03015,0.02452,3e-05,1e-05,
3.86,5.09875,0.00585,3.00489,0.72046,0.02985,3e-05,1e-05,
3.861,5.1,0.00565,3.09617,0.01304,0.02879,3e-05,1e-05,
3.862,5.1025,0.00585,3.1361,0.24857,0.02987,3e-05,1e-05,
3.863,5.09875,0.00544,3.1361,0.24857,0.02772,3e-05,1e-05,
3.864,5.1,0.00523,2.6357,1.56072,0.02666,3e-05,1e-05,
3.865,5.09875,0.00585,3.11654,0.11736,0.02985,3e-05,1e-05,
3.866,5.09875,0.00544,1.6577,0.43032,0.02772,3e-05,1e-05,
3.867,5.09875,0.00585,1.58191,0.57131,0.02985,3e-05,1e-05,
3.868,5.1,0.00585,3.11899,0.24042,0.02986,3e-05,1e-05,
3.869,5.1,0.00585,3.10024,0.01141,0.02986,3e-05,1e-05,
3.87,5.1,0.00523,2.54931,0.98452,0.02666,3e-05,1e-05,
3.871,5.1,0.00544,2.21679,0.01956,0.02773,3e-05,1e-05,
3.872,5.1,0.00544,1.84841,0.12388,0.02773,3e-05,1e-05,
3.873,5.09875,0.00523,2.35534,2.63488,0.02665,3e-05,1e-05,
3.874,5.10125,0.00606,2.35534,2.63488,0.03093,3e-05,1e-05,
3.875,5.0975,0.00585,1.18502,1.66424,0.02984,3e-05,1e-05,
3.876,5.0975,0.00585,2.20459,1.57215,0.02984,3e-05,1e-05,
3.877,5.1,0.00585,2.92343,0.86065,0.02986,3e-05,1e-05,
3.878,5.09875,0.00544,1.88592,0.01141,0.02772,3e-05,1e-05,
3.879,5.10125,0.00606,3.11821,0.11573,0.03093,3e-05,1e-05,
3.88,5.09875,0.00523,0.96986,1.22821,0.02665,3e-05,1e-05,
3.881,5.1,0.00606,2.86882,1.00246,0.03093,3e-05,1e-05,
3.882,5.1025,0.00523,1.68054,1.67076,0.02667,3e-05,1e-05,
3.883,5.0975,0.00544,2.8297,2.75146,0.02771,3e-05,1e-05,
3.884,5.1,0.00544,1.71722,0.06683,0.02773,3e-05,1e-05,
3.885,5.1,0.00523,1.71722,0.06683,0.02666,3e-05,1e-05,
3.886,5.0975,0.00523,1.75885,1.31954,0.02665,3e-05,1e-05,
3.887,5.1,0.00585,3.10447,0.17931,0.02986,3e-05,1e-05,
3.888,5.09875,0.00585,1.55346,0.05461,0.02985,3e-05,1e-05,
3.889,5.10125,0.00565,2.08323,1.92511,0.0288,3e-05,1e-05,
3.89,5.1,0.00585,1.62844,2.74993,0.02986,3e-05,1e-05,
3.891,5.09875,0.00502,2.22179,0.02445,0.02559,3e-05,1e-05,
3.892,5.10125,0.00606,1.22418,1.28612,0.03093,3e-05,1e-05,
3.893,5.0975,0.00523,1.78085,0.0432,0.02665,3e-05,1e-05,
3.894,5.0975,0.00544,2.10197,0.07498,0.02771,3e-05,1e-05,
3.895,5.1,0.00544,1.80123,1.62925,0.02773,3e-05,1e-05,
3.896,5.1,0.00606,1.80123,1.62925,0.03093,3e-05,1e-05,
3.897,5.09875,0.00585,1.54289,1.54452,0.02985,3e-05,1e-05,
3.898,5.0975,0.00523,2.58779,1.0343,0.02665,3e-05,1e-05,
3.899,5.0975,0.00544,3.0377,1.87707,0.02771,3e-05,1e-05,
3.9,5.1025,0.00502,0.42872,2.3286,0.02561,3e-05,1e-05,
3.901,5.1,0.00544,1.62358,1.60728,0.02773,3e-05,1e-05,
3.902,5.10375,0.00502,2.675,1.70835,0.02561,3e-05,1e-05,
3.903,5.10375,0.00523,3.01814,0.64715,0.02668,3e-05,1e-05,
3.904,5.1,0.00523,2.27726,1.75073,0.02666,3e-05,1e-05,
3.905,5.09875,0.00565,1.9602,1.73851,0.02879,3e-05,1e-05,
3.906,5.1025,0.00606,0.6121,1.6407,0.03094,3e-05,1e-05,
3.907,5.1,0.00502,0.6121,1.6407,0.02559,3e-05,1e-05,
3.908,5.1,0.00565,1.46558,0.0106,0.02879,3e-05,1e-05,
3.909,5.1,0.00585,0.98955,1.10367,0.02986,3e-05,1e-05,
3.91,5.09625,0.00565,2.92301,0.84609,0.02877,3e-05,1e-05,
3.911,5.09875,0.00565,3.15532,0.33827,0.02879,3e-05,1e-05,
3.912,5.09875,0.00481,3.09581,0.34316,0.02452,3e-05,1e-05,
3.913,5.1025,0.00481,3.06973,0.30078,0.02454,3e-05,1e-05,
3.914,5.09875,0.00502,1.8332,1.52345,0.02559,3e-05,1e-05,
3.915,5.09875,0.00544,1.84379,1.82668,0.02772,3e-05,1e-05,
3.916,5.0975,0.00502,2.21304,1.31967,0.02558,3e-05,1e-05,
3.917,5.1,0.00544,3.12842,0.22334,0.02773,3e-05,1e-05,
3.918,5.1,0.00565,3.12842,0.22334,0.02879,3e-05,1e-05,
3.919,5.09875,0.00544,2.22608,0.02853,0.02772,3e-05,1e-05,
3.92,5.09875,0.00523,2.13886,0.14265,0.02665,3e-05,1e-05,
3.921,5.1,0.00585,2.56272,1.8495,0.02986,3e-05,1e-05,
3.922,5.1,0.00585,2.00437,0.92923,0.02986,3e-05,1e-05,
3.923,5.09875,0.00481,2.96539,2.3239,0.02452,3e-05,1e-05,
3.924,5.0975,0.00565,2.13397,0.0375,0.02878,3e-05,1e-05,
3.925,5.09875,0.00523,1.86336,2.62549,0.02665,3e-05,1e-05,
3.926,5.09875,0.00585,1.24061,1.8552,0.02985,3e-05,1e-05,
3.927,5.10125,0.00544,3.02,0.50211,0.02773,3e-05,1e-05,
3.928,5.09625,0.00565,1.70522,0.02282,0.02877,3e-05,1e-05,
3.929,5.10125,0.00544,1.70522,0.02282,0.02773,3e-05,1e-05,
3.93,5.1,0.00606,0.84609,0.93005,0.03093,3e-05,1e-05,
3.931,5.1,0.00544,1.9245,0.03913,0.02773,3e-05,1e-05,
3.932,5.1,0.00544,2.5717,1.49656,0.02773,3e-05,1e-05,
3.933,5.10125,0.00585,2.57333,1.80304,0.02987,3e-05,1e-05,
3.934,5.1,0.00502,0.91293,1.82668,0.02559,3e-05,1e-05,
3.935,5.10125,0.00585,2.08752,0.03179,0.02987,3e-05,1e-05,
3.936,5.1,0.00481,2.85781,1.24224,0.02453,3e-05,1e-05,
3.937,5.09875,0.00544,2.68337,2.0541,0.02772,3e-05,1e-05,
3.938,5.1,0.00544,3.11457,0.12716,0.02773,3e-05,1e-05,
3.939,5.1,0.00585,2.6361,1.38815,0.02986,3e-05,1e-05,
3.94,5.1,0.00565,2.6361,1.38815,0.02879,3e-05,1e-05,
3.941,5.10125,0.00565,2.8358,2.32635,0.0288,3e-05,1e-05,
3.942,5.0975,0.00627,1.42646,0.02364,0.03198,3e-05,1e-05,
3.943,5.0975,0.00606,0.93168,2.04758,0.03091,3e-05,1e-05,
3.944,5.09875,0.00606,2.72005,1.69871,0.03092,3e-05,1e-05,
3.945,5.10125,0.00523,2.33532,1.56177,0.02667,3e-05,1e-05,
3.946,5.10125,0.00523,2.72413,1.76881,0.02667,3e-05,1e-05,
3.947,5.10125,0.00481,2.37852,1.28544,0.02453,3e-05,1e-05,
3.948,5.10125,0.00585,1.43053,0.01793,0.02987,3e-05,1e-05,
3.949,5.10125,0.00565,2.43068,1.24143,0.0288,3e-05,1e-05,
3.95,5.1,0.00565,1.52916,0.02445,0.02879,3e-05,1e-05,
3.951,5.09875,0.00523,1.52916,0.02445,0.02665,3e-05,1e-05,
3.952,5.09875,0.00502,2.28886,0.62683,0.02559,3e-05,1e-05,
3.953,5.0975,0.00585,1.73865,0.13042,0.02984,3e-05,1e-05,
3.954,5.1,0.00544,2.60349,2.80809,0.02773,3e-05,1e-05,
3.955,5.09875,0.00502,0.43609,2.3076,0.02559,3e-05,1e-05,
3.956,5.1025,0.00544,3.05099,1.90168,0.02774,3e-05,1e-05,
3.957,5.10125,0.00523,2.64343,1.76963,0.02667,3e-05,1e-05,
3.958,5.10125,0.00565,2.93851,1.68404,0.0288,3e-05,1e-05,
3.959,5.09875,0.00565,1.4338,0.78415,0.02879,3e-05,1e-05,
3.96,5.09625,0.00523,0.60971,1.34984,0.02664,3e-05,1e-05,
3.961,5.09875,0.00565,3.11702,0.16384,0.02879,3e-05,1e-05,
3.962,5.09875,0.00502,3.11702,0.16384,0.02559,3e-05,1e-05,
3.963,5.09875,0.00544,3.10072,0.01223,0.02772,3e-05,1e-05,
3.964,5.09875,0.00565,1.44684,0.01386,0.02879,3e-05,1e-05,
3.965,5.10125,0.00544,1.14932,1.14198,0.02773,3e-05,1e-05,
3.966,5.09875,0.00523,1.42157,1.48596,0.02665,3e-05,1e-05,
3.967,5.09875,0.00502,2.55051,2.10301,0.02559,3e-05,1e-05,
3.968,5.0975,0.00502,2.09078,0.7817,0.02558,3e-05,1e-05,
3.969,5.09875,0.00544,0.52738,2.20735,0.02772,3e-05,1e-05,
3.97,5.0975,0.00523,2.29701,0.07988,0.02665,3e-05,1e-05,
3.971,5.10125,0.00544,2.73473,1.63024,0.02773,3e-05,1e-05,
3.972,5.1,0.00565,2.73473,1.63024,0.02879,3e-05,1e-05,
3.973,5.10125,0.00544,1.07759,1.8381,0.02773,3e-05,1e-05,
3.974,5.1,0.00481,1.07759,1.8381,0.02453,3e-05,1e-05,
3.975,5.0975,0.00523,1.30828,1.50718,0.02665,3e-05,1e-05,
3.976,5.0975,0.00585,3.09097,0.3717,0.02984,3e-05,1e-05,
3.977,5.10125,0.00585,2.52364,1.26753,0.02987,3e-05,1e-05,
3.978,5.09875,0.00585,2.68748,1.65227,0.02985,3e-05,1e-05,
3.979,5.0975,0.00481,1.91393,0.01141,0.02452,3e-05,1e-05,
3.98,5.1,0.00565,1.98158,1.36534,0.02879,3e-05,1e-05,
3.981,5.10125,0.00565,1.49495,0.07255,0.0288,3e-05,1e-05,
3.982,5.1,0.00565,2.85296,1.05396,0.02879,3e-05,1e-05,
3.983,5.09875,0.00544,2.6076,1.65716,0.02772,3e-05,1e-05,
3.984,5.1,0.00565,2.39567,1.92697,0.02879,3e-05,1e-05,
3.985,5.1,0.00544,2.39567,1.92697,0.02773,3e-05,1e-05,
3.986,5.1,0.00544,1.7085,1.61476,0.02773,3e-05,1e-05,
3.987,5.09875,0.00523,1.6221,1.34333,0.02665,3e-05,1e-05,
3.988,5.1,0.00481,1.77371,2.26116,0.02453,3e-05,1e-05,
3.989,5.09875,0.00544,3.07954,0.02282,0.02772,3e-05,1e-05,
3.99,5.09875,0.00544,2.33207,1.67753,0.02772,3e-05,1e-05,
3.991,5.10125,0.00502,1.90495,1.14117,0.0256,3e-05,1e-05,
3.992,5.09625,0.00585,3.16431,0.2535,0.02984,3e-05,1e-05,
3.993,5.09625,0.00523,1.47538,1.40283,0.02664,3e-05,1e-05,
3.994,5.09625,0.00565,1.9025,0.50456,0.02877,3e-05,1e-05,
3.995,5.0975,0.00565,2.84316,0.16873,0.02878,3e-05,1e-05,
3.996,5.09875,0.00544,2.84316,0.16873,0.02772,3e-05,1e-05,
3.997,5.09875,0.00544,2.98576,0.92841,0.02772,3e-05,1e-05,
3.998,5.09875,0.00585,2.31981,0.95939,0.02985,3e-05,1e-05,
3.999,5.0975,0.00544,1.85112,0.01549,0.02771,3e-05,1e-05,
4.0,5.09625,0.00523,2.37035,1.14768,0.02664,3e-05,1e-05,
4.001,5.09875,0.00544,2.23096,0.0375,0.02772,3e-05,1e-05,
4.002,5.10125,0.00565,2.86593,1.04171,0.0288,3e-05,1e-05,
4.003,5.10125,0.00585,0.58933,1.41911,0.02987,3e-05,1e-05,
4.004,5.1,0.00585,3.20991,0.21845,0.02986,3e-05,1e-05,
4.005,5.09875,0.00565,3.06971,0.313,0.02879,3e-05,1e-05,
4.006,5.1,0.00523,1.53486,0.04239,0.02666,3e-05,1e-05,
4.007,5.09875,0.00481,1.53486,0.04239,0.02452,3e-05,1e-05,
4.008,5.09875,0.00585,2.17955,1.8095,0.02985,3e-05,1e-05,
4.009,5.09875,0.00502,0.53878,1.72881,0.02559,3e-05,1e-05,
4.01,5.10375,0.00544,2.13228,0.0106,0.02775,3e-05,1e-05,
4.011,5.10125,0.00481,1.88694,1.2153,0.02453,3e-05,1e-05,
4.012,5.10125,0.00502,1.54134,0.00734,0.0256,3e-05,1e-05,
4.013,5.1,0.00502,2.69632,1.53563,0.02559,3e-05,1e-05,
4.014,5.1,0.00565,1.34327,1.59513,0.02879,3e-05,1e-05,
4.015,5.10125,0.00502,2.1983,1.69131,0.0256,3e-05,1e-05,
4.016,5.1,0.00544,1.27317,1.50792,0.02773,3e-05,1e-05,
4.017,5.09875,0.00523,3.21309,0.18829,0.02665,3e-05,1e-05,
4.018,5.10125,0.00481,3.21309,0.18829,0.02453,3e-05,1e-05,
4.019,5.0975,0.00544,0.93654,1.23894,0.02771,3e-05,1e-05,
4.02,5.09875,0.00502,3.21391,0.00978,0.02559,3e-05,1e-05,
4.021,5.09875,0.00502,2.74279,1.40359,0.02559,3e-05,1e-05,
4.022,5.1,0.00502,2.92292,0.84688,0.02559,3e-05,1e-05,
4.023,5.0975,0.00585,1.60003,1.18025,0.02984,3e-05,1e-05,
4.024,5.1,0.00544,2.47625,1.39951,0.02773,3e-05,1e-05,
4.025,5.0975,0.00523,1.55031,1.62122,0.02665,3e-05,1e-05,
4.026,5.10125,0.00544,0.61377,1.37914,0.02773,3e-05,1e-05,
4.027,5.10125,0.00523,3.1919,0.20051,0.02667,3e-05,1e-05,
4.028,5.10125,0.00523,1.52096,1.87716,0.02667,3e-05,1e-05,
4.029,5.1,0.00565,1.52096,1.87716,0.02879,3e-05,1e-05,
4.03,5.1,0.00585,1.19738,1.72638,0.02986,3e-05,1e-05,
4.031,5.1,0.00585,1.91956,1.6465,0.02986,3e-05,1e-05,
4.032,5.09875,0.00523,2.66864,0.14753,0.02665,3e-05,1e-05,
4.033,5.10125,0.00627,2.71102,1.38323,0.032,3e-05,1e-05,
4.034,5.09875,0.00502,2.73466,1.62694,0.02559,3e-05,1e-05,
4.035,5.09875,0.00565,1.72149,0.02119,0.02879,3e-05,1e-05,
4.036,5.09875,0.00523,0.97078,1.73127,0.02665,3e-05,1e-05,
4.037,5.0975,0.00565,1.85517,0.15731,0.02878,3e-05,1e-05,
4.038,5.1,0.00544,2.4828,1.23488,0.02773,3e-05,1e-05,
4.039,5.1,0.00565,1.67259,1.50794,0.02879,3e-05,1e-05,
4.04,5.10125,0.00565,1.67259,1.50794,0.0288,3e-05,1e-05,
4.041,5.09875,0.00606,2.85696,2.17879,0.03092,3e-05,1e-05,
4.042,5.1,0.00585,2.41436,0.94064,0.02986,3e-05,1e-05,
4.043,5.10125,0.00544,1.47372,0.72382,0.02773,3e-05,1e-05,
4.044,5.1,0.00627,2.75834,1.77694,0.03199,3e-05,1e-05,
4.045,5.10125,0.00565,2.27498,1.15257,0.0288,3e-05,1e-05,
4.046,5.09875,0.00627,2.23993,0.94634,0.03198,3e-05,1e-05,
4.047,5.0975,0.00502,1.82585,0.04483,0.02558,3e-05,1e-05,
4.048,5.0975,0.00585,3.13329,0.01386,0.02984,3e-05,1e-05,
4.049,5.09875,0.00585,3.10639,0.0807,0.02985,3e-05,1e-05,
4.05,5.10125,0.00544,2.86104,2.24971,0.02773,3e-05,1e-05,
4.051,5.1025,0.00565,2.86104,2.24971,0.02881,3e-05,1e-05,
4.052,5.1,0.00523,1.32374,1.47617,0.02666,3e-05,1e-05,
4.053,5.10125,0.00585,1.66446,1.23571,0.02987,3e-05,1e-05,
4.054,5.1,0.00523,2.26193,0.97161,0.02666,3e-05,1e-05,
4.055,5.1,0.00585,0.8037,0.89499,0.02986,3e-05,1e-05,
4.056,5.09875,0.00502,3.10313,1.06616,0.02559,3e-05,1e-05,
4.057,5.09875,0.00565,1.67994,1.65549,0.02879,3e-05,1e-05,
4.058,5.09875,0.00565,1.69951,0.01549,0.02879,3e-05,1e-05,
4.059,5.1,0.00523,3.12024,0.18421,0.02666,3e-05,1e-05,
4.06,5.1,0.00585,1.23652,2.06304,0.02986,3e-05,1e-05,
4.061,5.1,0.00544,0.80125,2.91973,0.02773,3e-05,1e-05,
4.062,5.0975,0.00585,0.80125,2.91973,0.02984,3e-05,1e-05,
4.063,5.09875,0.00523,1.69951,2.08506,0.02665,3e-05,1e-05,
4.064,5.09875,0.00544,1.46231,0.86728,0.02772,3e-05,1e-05,
4.065,5.0975,0.00544,1.65712,0.63986,0.02771,3e-05,1e-05,
4.066,5.09625,0.00544,2.8643,3.01347,0.02771,3e-05,1e-05,
4.067,5.09625,0.00544,3.2091,0.21682,0.02771,3e-05,1e-05,
4.068,5.0975,0.00544,1.39466,0.02853,0.02771,3e-05,1e-05,
4.069,5.1,0.00585,3.11373,0.85098,0.02986,3e-05,1e-05,
4.07,5.09875,0.00565,2.06142,2.93603,0.02879,3e-05,1e-05,
4.071,5.09875,0.00585,2.03289,0.55754,0.02985,3e-05,1e-05,
4.072,5.09875,0.00502,2.14945,0.02445,0.02559,3e-05,1e-05,
4.073,5.10375,0.00544,2.14945,0.02445,0.02775,3e-05,1e-05,
4.074,5.10125,0.00523,1.27321,1.1705,0.02667,3e-05,1e-05,
4.075,5.09875,0.00565,2.43474,1.30907,0.02879,3e-05,1e-05,
4.076,5.09875,0.00502,2.01903,1.6718,0.02559,3e-05,1e-05,
4.077,5.1,0.00502,2.80888,3.02651,0.02559,3e-05,1e-05,
4.078,5.0975,0.00544,2.71351,0.85668,0.02771,3e-05,1e-05,
4.079,5.1025,0.00523,3.07949,1.08981,0.02667,3e-05,1e-05,
4.08,5.1,0.00585,1.73211,1.31315,0.02986,3e-05,1e-05,
4.081,5.09875,0.00544,2.09973,1.9253,0.02772,3e-05,1e-05,
4.082,5.09875,0.00585,1.89432,2.27009,0.02985,3e-05,1e-05,
4.083,5.09625,0.00565,2.20488,1.7851,0.02877,3e-05,1e-05,
4.084,5.10125,0.00585,2.20488,1.7851,0.02987,3e-05,1e-05,
4.085,5.10125,0.00502,1.74925,1.20883,0.0256,3e-05,1e-05,
4.086,5.10125,0.00502,1.962,0.16629,0.0256,3e-05,1e-05,
4.087,5.09875,0.00565,3.17735,0.25839,0.02879,3e-05,1e-05,
4.088,5.09875,0.00565,2.3663,0.87626,0.02879,3e-05,1e-05,
4.089,5.10125,0.00565,3.05997,1.87723,0.0288,3e-05,1e-05,
4.09,5.0975,0.00544,3.10073,0.01467,0.02771,3e-05,1e-05,
4.091,5.1,0.00523,1.62046,1.30664,0.02666,3e-05,1e-05,
4.092,5.09875,0.00544,2.8244,1.36859,0.02772,3e-05,1e-05,
4.093,5.09875,0.00544,2.15192,0.67492,0.02772,3e-05,1e-05,
4.094,5.09875,0.00502,1.4501,0.0106,0.02559,3e-05,1e-05,
4.095,5.0975,0.00502,1.4501,0.0106,0.02558,3e-05,1e-05,
4.096,5.0975,0.00585,1.62864,1.75824,0.02984,3e-05,1e-05,
4.097,5.0975,0.00544,1.95795,1.69222,0.02771,3e-05,1e-05,
4.098,5.10125,0.00585,3.09995,0.03179,0.02987,3e-05,1e-05,
4.099,5.1025,0.00544,3.11299,0.08803,0.02774,3e-05,1e-05,
4.1,5.0975,0.00502,1.86665,0.01141,0.02558,3e-05,1e-05,
4.101,5.1,0.00544,2.0794,1.06456,0.02773,3e-05,1e-05,
4.102,5.1,0.00565,1.00669,1.6914,0.02879,3e-05,1e-05,
4.103,5.1,0.00544,2.29134,1.32867,0.02773,3e-05,1e-05,
4.104,5.09875,0.00544,1.508,0.4524,0.02772,3e-05,1e-05,
4.105,5.09875,0.00585,1.29932,0.71243,0.02985,3e-05,1e-05,
4.106,5.09625,0.00544,1.29932,0.71243,0.02771,3e-05,1e-05,
4.107,5.0975,0.00585,2.31906,1.60011,0.02984,3e-05,1e-05,
4.108,5.1,0.00502,0.82818,2.93122,0.02559,3e-05,1e-05,
4.109,5.1,0.00544,2.66386,1.5618,0.02773,3e-05,1e-05,
4.11,5.10125,0.00565,1.90089,0.80291,0.0288,3e-05,1e-05,
4.111,5.10125,0.00502,2.28564,1.75091,0.0256,3e-05,1e-05,
4.112,5.10125,0.00585,2.32476,1.3841,0.02987,3e-05,1e-05,
4.113,5.1,0.00585,2.21717,1.35801,0.02986,3e-05,1e-05,
4.114,5.1,0.00585,1.45257,0.62276,0.02986,3e-05,1e-05,
4.115,5.09875,0.00502,2.23918,1.28302,0.02559,3e-05,1e-05,
4.116,5.1,0.00523,2.67527,1.83568,0.02666,3e-05,1e-05,
4.117,5.10125,0.00565,2.67527,1.83568,0.0288,3e-05,1e-05,
4.118,5.1,0.00502,2.49023,0.14509,0.02559,3e-05,1e-05,
4.119,5.1,0.00544,2.11445,0.0269,0.02773,3e-05,1e-05,
4.12,5.1,0.00544,1.59032,0.00815,0.02773,3e-05,1e-05,
4.121,5.1,0.00585,2.74781,1.54794,0.02986,3e-05,1e-05,
4.122,5.0975,0.00585,2.5587,1.83731,0.02984,3e-05,1e-05,
4.123,5.09875,0.00585,2.48534,2.73885,0.02985,3e-05,1e-05,
4.124,5.09875,0.00544,1.35557,0.92028,0.02772,3e-05,1e-05,
4.125,5.09875,0.00565,2.04598,1.55364,0.02879,3e-05,1e-05,
4.126,5.10125,0.00544,2.20412,1.8691,0.02773,3e-05,1e-05,
4.127,5.09875,0.00502,1.53489,1.24797,0.02559,3e-05,1e-05,
4.128,5.1,0.00523,1.53489,1.24797,0.02666,3e-05,1e-05,
4.129,5.1,0.00544,2.09408,0.01141,0.02773,3e-05,1e-05,
4.13,5.1,0.00544,2.0036,1.16564,0.02773,3e-05,1e-05,
4.131,5.10125,0.00544,1.50555,0.0106,0.02773,3e-05,1e-05,
4.132,5.09875,0.00544,2.65571,1.34171,0.02772,3e-05,1e-05,
4.133,5.0975,0.00544,2.07207,1.45012,0.02771,3e-05,1e-05,
4.134,5.09875,0.00565,2.07207,1.45012,0.02879,3e-05,1e-05,
4.135,5.09875,0.00585,2.02153,1.17542,0.02985,3e-05,1e-05,
4.136,5.1,0.00481,1.97425,0.00815,0.02453,3e-05,1e-05,
4.137,5.09875,0.00585,1.40855,0.06032,0.02985,3e-05,1e-05,
4.138,5.09875,0.00544,2.16663,0.05298,0.02772,3e-05,1e-05,
4.139,5.09875,0.00565,3.11381,0.07662,0.02879,3e-05,1e-05,
4.14,5.09625,0.00565,3.11381,0.07662,0.02877,3e-05,1e-05,
4.141,5.09875,0.00544,3.10647,0.03179,0.02772,3e-05,1e-05,
4.142,5.09875,0.00523,2.76004,1.42893,0.02665,3e-05,1e-05,
4.143,5.09875,0.00627,2.30927,1.64738,0.03198,3e-05,1e-05,
4.144,5.095,0.00585,1.69466,1.29606,0.02983,3e-05,1e-05,
4.145,5.09875,0.00544,0.67167,0.94963,0.02772,3e-05,1e-05,
4.146,5.09875,0.00585,1.54141,1.56831,0.02985,3e-05,1e-05,
4.147,5.10125,0.00544,1.67265,0.15488,0.02773,3e-05,1e-05,
4.148,5.10125,0.00523,2.10549,1.85606,0.02667,3e-05,1e-05,
4.149,5.10125,0.00523,1.49495,0.0106,0.02667,3e-05,1e-05,
4.15,5.09875,0.00544,2.06391,1.73053,0.02772,3e-05,1e-05,
4.151,5.10125,0.00523,2.06391,1.73053,0.02667,3e-05,1e-05,
4.152,5.10125,0.00544,3.12598,0.23068,0.02773,3e-05,1e-05,
4.153,5.10125,0.00544,1.85603,1.27729,0.02773,3e-05,1e-05,
4.154,5.0975,0.00606,0.67084,2.90182,0.03091,3e-05,1e-05,
4.155,5.10125,0.00585,1.50145,1.00423,0.02987,3e-05,1e-05,
4.156,5.1,0.00544,2.18207,0.48255,0.02773,3e-05,1e-05,
4.157,5.1,0.00544,1.88619,1.11101,0.02773,3e-05,1e-05,
4.158,5.09625,0.00544,3.1162,0.54613,0.02771,3e-05,1e-05,
4.159,5.10125,0.00565,3.12191,0.14835,0.0288,3e-05,1e-05,
4.16,5.0975,0.00544,1.31886,0.73931,0.02771,3e-05,1e-05,
4.161,5.0975,0.00585,2.55866,1.00667,0.02984,3e-05,1e-05,
4.162,5.09875,0.00585,2.55866,1.00667,0.02985,3e-05,1e-05,
4.163,5.09875,0.00523,2.59925,2.83888,0.02665,3e-05,1e-05,
4.164,5.09625,0.00585,1.95127,1.29351,0.02984,3e-05,1e-05,
4.165,5.09875,0.00523,1.83798,0.15242,0.02665,3e-05,1e-05,
4.166,5.09875,0.00523,1.57226,0.01304,0.02665,3e-05,1e-05,
4.167,5.09875,0.00523,2.6832,1.67578,0.02665,3e-05,1e-05,
4.168,5.09875,0.00585,2.2936,0.14508,0.02985,3e-05,1e-05,
4.169,5.1,0.00565,0.6708,1.87628,0.02879,3e-05,1e-05,
4.17,5.09875,0.00585,0.60233,2.40608,0.02985,3e-05,1e-05,
4.171,5.10125,0.00481,2.84948,2.71743,0.02453,3e-05,1e-05,
4.172,5.0975,0.00481,2.16319,2.33598,0.02452,3e-05,1e-05,
4.173,5.09875,0.00585,2.16319,2.33598,0.02985,3e-05,1e-05,
4.174,5.09875,0.00565,1.74829,2.14604,0.02879,3e-05,1e-05,
4.175,5.09875,0.00502,2.74918,1.61218,0.02559,3e-05,1e-05,
4.176,5.0975,0.00502,2.19087,0.7523,0.02558,3e-05,1e-05,
4.177,5.09875,0.00544,2.32291,0.68954,0.02772,3e-05,1e-05,
4.178,5.09875,0.00523,0.51756,2.23325,0.02665,3e-05,1e-05,
4.179,5.10125,0.00481,3.09966,0.01467,0.02453,3e-05,1e-05,
4.18,5.09875,0.00585,2.66116,2.30742,0.02985,3e-05,1e-05,
4.181,5.09875,0.00523,0.52082,2.5552,0.02665,3e-05,1e-05,
4.182,5.1,0.00606,2.81602,2.06617,0.03093,3e-05,1e-05,
