Time(s),VBUS(V),IBUS(A),D+(V),D-(V),PBUS(W),Energy(Wh),Capacity(Ah),Unnamed: 8
22.773,5.09375,0.03325,3.08866,0.28686,0.16935,0.00127,0.00025,
22.774,5.0925,0.03346,2.37232,0.01385,0.17037,0.00127,0.00025,
22.775,5.095,0.03325,1.80837,2.19792,0.16939,0.00127,0.00025,
22.776,5.095,0.03325,2.47174,1.1719,0.16939,0.00127,0.00025,
22.777,5.095,0.03325,1.53781,0.01467,0.16939,0.00127,0.00025,
22.778,5.09625,0.03346,3.12044,0.01059,0.1705,0.00127,0.00025,
22.779,5.0925,0.03387,3.12044,0.01059,0.1725,0.00127,0.00025,
22.78,5.09625,0.03283,1.50602,1.68367,0.1673,0.00127,0.00025,
22.781,5.095,0.03346,2.50921,1.10995,0.17046,0.00127,0.00025,
22.782,5.0925,0.03367,0.90703,2.95336,0.17144,0.00127,0.00025,
22.783,5.09625,0.03387,3.11798,0.5509,0.17263,0.00127,0.00025,
22.784,5.095,0.03262,2.42527,1.18656,0.1662,0.00127,0.00025,
22.785,5.095,0.03304,2.34867,1.6796,0.16833,0.00127,0.00025,
22.786,5.09375,0.03304,1.08062,2.98514,0.16829,0.00127,0.00025,
22.787,5.0925,0.03346,2.84497,0.84347,0.17037,0.00127,0.00025,
22.788,5.09375,0.03367,2.94928,2.4758,0.17148,0.00127,0.00025,
22.789,5.09375,0.03346,3.10086,0.01467,0.17042,0.00127,0.00025,
22.79,5.095,0.03325,3.10086,0.01467,0.16939,0.00127,0.00025,
22.791,5.09625,0.03367,1.1515,1.79774,0.17157,0.00127,0.00025,
22.792,5.09375,0.03367,3.08533,1.34952,0.17148,0.00127,0.00025,
22.793,5.095,0.03346,3.11303,0.64298,0.17046,0.00127,0.00025,
22.794,5.095,0.03325,2.30381,1.72439,0.16939,0.00127,0.00025,
22.795,5.095,0.03325,3.00709,1.88982,0.16939,0.00127,0.00025,
22.796,5.0925,0.03346,3.02339,0.48081,0.17037,0.00127,0.00025,
22.797,5.09375,0.03408,3.12689,0.36427,0.17361,0.00127,0.00025,
22.798,5.0925,0.03325,2.73817,1.64208,0.16931,0.00127,0.00025,
22.799,5.0975,0.03367,1.70076,2.25084,0.17161,0.00127,0.00025,
22.8,5.09625,0.03304,3.0674,1.56059,0.16837,0.00127,0.00025,
22.801,5.09375,0.03367,3.0674,1.56059,0.17148,0.00127,0.00025,
22.802,5.0925,0.03304,1.0781,1.38694,0.16824,0.00127,0.00025,
22.803,5.0925,0.03429,3.12022,0.09534,0.17463,0.00127,0.00025,
22.804,5.095,0.03429,3.10718,0.02445,0.17472,0.00127,0.00025,
22.805,5.09375,0.03387,0.43189,2.77307,0.17255,0.00127,0.00025,
22.806,5.0925,0.03367,3.12266,0.15972,0.17144,0.00127,0.00025,
22.807,5.0975,0.03283,2.43897,1.19952,0.16734,0.00127,0.00025,
22.808,5.0925,0.03346,2.96457,2.4023,0.17037,0.00127,0.00025,
22.809,5.0925,0.03304,3.10392,0.02363,0.16824,0.00127,0.00025,
22.81,5.095,0.03346,3.10881,0.05623,0.17046,0.00127,0.00025,
22.811,5.095,0.03304,0.50931,2.27436,0.16833,0.00127,0.00025,
22.812,5.095,0.03304,0.50931,2.27436,0.16833,0.00127,0.00025,
22.813,5.0925,0.03304,1.87662,1.28748,0.16824,0.00127,0.00025,
22.814,5.09375,0.03304,3.07365,1.41867,0.16829,0.00127,0.00025,
22.815,5.09125,0.03367,1.81469,2.18545,0.1714,0.00127,0.00025,
22.816,5.09375,0.03325,2.52769,1.7821,0.16935,0.00127,0.00025,
22.817,5.09375,0.03387,2.37042,1.0585,0.17255,0.00127,0.00025,
22.818,5.09125,0.03283,2.49999,2.60755,0.16714,0.00127,0.00025,
22.819,5.09625,0.03325,3.10705,0.66737,0.16943,0.00127,0.00025,
22.82,5.095,0.03325,3.09076,1.06339,0.16939,0.00127,0.00025,
22.821,5.095,0.03325,3.10705,0.05378,0.16939,0.00127,0.00025,
22.822,5.09375,0.03325,1.94181,2.15612,0.16935,0.00127,0.00025,
22.823,5.09375,0.03283,1.94181,2.15612,0.16722,0.00127,0.00025,
22.824,5.095,0.03408,3.10132,0.17927,0.17365,0.00127,0.00025,
22.825,5.095,0.03325,3.1217,0.28601,0.16939,0.00127,0.00025,
22.826,5.09375,0.03387,1.8709,2.08683,0.17255,0.00127,0.00025,
22.827,5.09375,0.03387,1.13835,2.72649,0.17255,0.00127,0.00025,
22.828,5.09375,0.03346,1.90512,0.01141,0.17042,0.00127,0.00025,
22.829,5.09375,0.03325,3.03125,1.64437,0.16935,0.00127,0.00025,
22.83,5.09375,0.03346,2.5676,1.31436,0.17042,0.00127,0.00025,
22.831,5.09125,0.03346,0.69425,1.78127,0.17033,0.00127,0.00025,
22.832,5.0925,0.03325,1.18153,2.8968,0.16931,0.00127,0.00025,
22.833,5.09375,0.03367,1.84808,0.06356,0.17148,0.00127,0.00025,
22.834,5.09375,0.03346,1.84808,0.06356,0.17042,0.00127,0.00025,
22.835,5.09625,0.03367,1.94095,0.02933,0.17157,0.00127,0.00025,
22.836,5.0925,0.03325,0.59891,2.40215,0.16931,0.00127,0.00025,
22.837,5.09375,0.03387,1.94502,0.15726,0.17255,0.00127,0.00025,
22.838,5.0925,0.03367,2.63438,2.27748,0.17144,0.00127,0.00025,
22.839,5.0925,0.03325,2.78675,0.88166,0.16931,0.00127,0.00025,
22.84,5.0925,0.03325,2.32881,1.63049,0.16931,0.00127,0.00025,
22.841,5.0925,0.03304,3.11676,0.61928,0.16824,0.00127,0.00025,
22.842,5.095,0.03387,1.98739,1.35263,0.17259,0.00127,0.00025,
22.843,5.0925,0.03304,1.64761,1.8008,0.16824,0.00127,0.00025,
22.844,5.095,0.03346,1.68264,0.80425,0.17046,0.00127,0.00025,
22.845,5.0925,0.03304,1.68264,0.80425,0.16824,0.00127,0.00025,
22.846,5.095,0.03325,2.13284,0.08636,0.16939,0.00127,0.00025,
22.847,5.095,0.03346,2.53855,1.38741,0.17046,0.00127,0.00025,
22.848,5.095,0.03346,2.03834,1.92754,0.17046,0.00127,0.00025,
22.849,5.0925,0.03346,3.12105,0.50755,0.17037,0.00127,0.00025,
22.85,5.09375,0.03304,2.12225,0.21019,0.16829,0.00127,0.00025,
22.851,5.0925,0.03346,0.87986,1.63751,0.17037,0.00127,0.00025,
22.852,5.095,0.03262,2.26238,0.07169,0.1662,0.00127,0.00025,
22.853,5.09125,0.03283,0.4994,2.57929,0.16714,0.00127,0.00025,
22.854,5.09625,0.03304,3.15853,0.2607,0.16837,0.00127,0.00025,
22.855,5.095,0.03283,2.4913,1.20492,0.16726,0.00127,0.00025,
22.856,5.095,0.03346,2.4913,1.20492,0.17046,0.00127,0.00025,
22.857,5.095,0.03262,1.40044,0.04399,0.1662,0.00127,0.00025,
22.858,5.095,0.03262,0.46926,1.97643,0.1662,0.00127,0.00025,
22.859,5.095,0.03387,0.81794,1.61552,0.17259,0.00127,0.00025,
22.86,5.095,0.03367,0.67375,2.26727,0.17152,0.00127,0.00025,
22.861,5.09625,0.03325,2.59966,2.70639,0.16943,0.00127,0.00025,
22.862,5.09375,0.03367,0.82772,1.21714,0.17148,0.00127,0.00025,
22.863,5.09625,0.03325,1.24647,1.35319,0.16943,0.00127,0.00025,
22.864,5.0925,0.03325,1.35401,2.74549,0.16931,0.00127,0.00025,
22.865,5.09375,0.03325,0.56947,2.62492,0.16935,0.00127,0.00025,
22.866,5.09375,0.03262,2.38947,2.06523,0.16616,0.00127,0.00025,
22.867,5.0925,0.03262,2.38947,2.06523,0.16612,0.00127,0.00025,
22.868,5.095,0.03262,1.83957,2.47828,0.1662,0.00127,0.00025,
22.869,5.0875,0.03304,3.09745,0.02607,0.16808,0.00127,0.00025,
22.87,5.095,0.03325,2.54835,1.45096,0.16939,0.00127,0.00025,
22.871,5.095,0.03346,0.48474,2.93369,0.17046,0.00127,0.00025,
22.872,5.095,0.03367,1.69455,2.43755,0.17152,0.00127,0.00025,
22.873,5.0925,0.03346,1.09739,1.09087,0.17037,0.00127,0.00025,
22.874,5.09625,0.03325,1.4143,1.11531,0.16943,0.00127,0.00025,
22.875,5.09625,0.03346,0.90267,1.89985,0.1705,0.00127,0.00025,
22.876,5.0925,0.03346,2.51087,1.77032,0.17037,0.00127,0.00025,
22.877,5.09625,0.03304,2.15241,1.48925,0.16837,0.00127,0.00025,
22.878,5.09375,0.03346,2.15241,1.48925,0.17042,0.00127,0.00025,
22.879,5.0925,0.03367,1.85427,1.14385,0.17144,0.00127,0.00025,
22.88,5.09625,0.03408,3.10566,0.05214,0.1737,0.00127,0.00025,
22.881,5.095,0.03325,0.71368,1.48521,0.16939,0.00127,0.00025,
22.882,5.095,0.03241,0.95076,2.62498,0.16513,0.00127,0.00025,
22.883,5.0925,0.03367,1.23672,1.25302,0.17144,0.00127,0.00025,
22.884,5.0925,0.03325,2.63639,1.31738,0.16931,0.00127,0.00025,
22.885,5.095,0.03325,1.32064,0.01222,0.16939,0.00127,0.00025,
22.886,5.09375,0.03283,0.4489,2.54188,0.16722,0.00127,0.00025,
22.887,5.09375,0.03325,2.08809,0.58007,0.16935,0.00127,0.00025,
22.888,5.095,0.03387,0.88559,0.94262,0.17259,0.00127,0.00025,
22.889,5.095,0.03325,0.88559,0.94262,0.16939,0.00127,0.00025,
22.89,5.095,0.03304,2.28933,1.31982,0.16833,0.00127,0.00025,
22.891,5.09125,0.03241,3.12033,0.16783,0.16501,0.00127,0.00025,
22.892,5.0925,0.03325,1.98462,1.71659,0.16931,0.00127,0.00025,
22.893,5.0925,0.03304,1.98707,1.46158,0.16824,0.00127,0.00025,
22.894,5.095,0.03304,1.69052,0.1719,0.16833,0.00127,0.00025,
22.895,5.0925,0.03304,0.6648,2.63069,0.16824,0.00127,0.00025,
22.896,5.095,0.03304,1.01105,1.02001,0.16833,0.00127,0.00025,
22.897,5.095,0.03367,1.7394,2.01395,0.17152,0.00127,0.00025,
22.898,5.09625,0.03346,2.38709,1.16096,0.1705,0.00127,0.00025,
22.899,5.0925,0.03346,2.86125,1.11941,0.17037,0.00127,0.00025,
22.9,5.09125,0.03325,2.86125,1.11941,0.16927,0.00127,0.00025,
22.901,5.095,0.03367,2.35369,0.16294,0.17152,0.00127,0.00025,
22.902,5.09375,0.03283,2.21927,0.02607,0.16722,0.00127,0.00025,
22.903,5.09375,0.03283,1.90968,1.67423,0.16722,0.00127,0.00025,
22.904,5.095,0.03325,0.51245,2.0327,0.16939,0.00127,0.00025,
22.905,5.09625,0.03367,0.95239,1.99685,0.17157,0.00127,0.00025,
22.906,5.0925,0.03325,1.53247,0.02281,0.16931,0.00127,0.00025,
22.907,5.09375,0.03346,2.20379,2.04492,0.17042,0.00127,0.00025,
22.908,5.09375,0.03429,1.72474,0.01304,0.17468,0.00127,0.00025,
22.909,5.09375,0.03346,0.80901,2.02944,0.17042,0.00127,0.00025,
22.91,5.09375,0.03304,1.728,0.01792,0.16829,0.00127,0.00025,
22.911,5.09375,0.03283,1.728,0.01792,0.16722,0.00127,0.00025,
22.912,5.09375,0.03346,1.58136,1.25874,0.17042,0.00127,0.00025,
22.913,5.09375,0.03346,1.65632,1.04935,0.17042,0.00127,0.00025,
22.914,5.09375,0.03346,0.43343,2.3252,0.17042,0.00127,0.00025,
22.915,5.095,0.03346,2.12233,0.09369,0.17046,0.00127,0.00025,
22.916,5.09125,0.03367,2.76759,1.41353,0.1714,0.00127,0.00025,
22.917,5.09375,0.03304,2.1867,1.86407,0.16829,0.00127,0.00025,
22.918,5.09125,0.03346,3.1114,0.15154,0.17033,0.00127,0.00025,
22.919,5.0925,0.03325,2.79121,0.90759,0.16931,0.00127,0.00025,
22.92,5.095,0.03387,1.49989,2.99326,0.17259,0.00127,0.00025,
22.921,5.095,0.03387,1.96591,1.28481,0.17259,0.00127,0.00025,
22.922,5.0925,0.03283,1.96591,1.28481,0.16718,0.00127,0.00025,
22.923,5.095,0.03471,2.55579,1.81439,0.17685,0.00127,0.00025,
22.924,5.095,0.03283,0.81146,2.58104,0.16726,0.00127,0.00025,
22.925,5.09375,0.03325,1.05914,2.74725,0.16935,0.00127,0.00025,
22.926,5.095,0.03346,1.51702,1.63678,0.17046,0.00127,0.00025,
22.927,5.0975,0.03304,1.17972,1.90319,0.16841,0.00127,0.00025,
22.928,5.095,0.03325,1.65144,1.25386,0.16939,0.00127,0.00025,
22.929,5.095,0.03283,3.09676,0.01467,0.16726,0.00127,0.00025,
22.93,5.095,0.03304,2.43928,1.40458,0.16833,0.00127,0.00025,
22.931,5.0925,0.03304,1.87468,0.98663,0.16824,0.00127,0.00025,
22.932,5.095,0.03304,1.50154,2.69755,0.16833,0.00127,0.00025,
22.933,5.09375,0.03346,1.50154,2.69755,0.17042,0.00127,0.00025,
22.934,5.095,0.03283,1.50154,2.69755,0.16726,0.00127,0.00025,
22.935,5.0925,0.03387,1.93091,1.66857,0.1725,0.00127,0.00025,
22.936,5.095,0.03304,0.50513,2.58596,0.16833,0.00127,0.00025,
22.937,5.0925,0.03346,2.21525,1.16262,0.17037,0.00127,0.00025,
22.938,5.0925,0.03325,1.63842,1.11863,0.16931,0.00127,0.00025,
22.939,5.0925,0.03325,3.10412,0.02118,0.16931,0.00127,0.00025,
22.94,5.0925,0.03325,2.08245,1.46896,0.16931,0.00127,0.00025,
22.941,5.0925,0.03325,2.63402,1.54066,0.16931,0.00127,0.00025,
22.942,5.0925,0.03367,1.07789,1.24165,0.17144,0.00127,0.00025,
22.943,5.095,0.03367,2.11423,2.08001,0.17152,0.00127,0.00025,
22.944,5.095,0.03283,0.8131,0.94916,0.16726,0.00127,0.00025,
22.945,5.09375,0.03283,0.8131,0.94916,0.16722,0.00128,0.00025,
22.946,5.0925,0.03304,2.90451,1.10314,0.16824,0.00128,0.00025,
22.947,5.0925,0.03283,3.00879,1.88528,0.16718,0.00128,0.00025,
22.948,5.0925,0.03346,2.60061,2.81733,0.17037,0.00128,0.00025,
22.949,5.095,0.03346,3.10819,0.06599,0.17046,0.00128,0.00025,
22.95,5.09375,0.03283,2.48003,1.10233,0.16722,0.00128,0.00025,
22.951,5.0925,0.03325,1.70604,0.04725,0.16931,0.00128,0.00025,
22.952,5.0925,0.03262,0.8742,2.00423,0.16612,0.00128,0.00025,
22.953,5.09375,0.03408,1.9806,1.95372,0.17361,0.00128,0.00025,
22.954,5.09375,0.03325,1.48199,1.35652,0.16935,0.00128,0.00025,
22.955,5.09625,0.03408,1.14469,1.74922,0.1737,0.00128,0.00025,
22.956,5.095,0.03304,1.14469,1.74922,0.16833,0.00128,0.00025,
22.957,5.095,0.03346,1.83475,0.67133,0.17046,0.00128,0.00025,
22.958,5.0975,0.03346,2.37572,2.7953,0.17054,0.00128,0.00025,
22.959,5.09375,0.03346,3.10408,0.022,0.17042,0.00128,0.00025,
22.96,5.09375,0.03325,2.98513,0.76991,0.16935,0.00128,0.00025,
22.961,5.095,0.03325,1.94473,0.01222,0.16939,0.00128,0.00025,
22.962,5.09125,0.03387,2.73909,1.62129,0.17246,0.00128,0.00025,
22.963,5.095,0.03262,1.46405,2.30728,0.1662,0.00128,0.00025,
22.964,5.09625,0.03325,1.36628,2.74072,0.16943,0.00128,0.00025,
22.965,5.095,0.03283,0.71777,1.24571,0.16726,0.00128,0.00025,
22.966,5.095,0.03283,2.34721,1.71254,0.16726,0.00128,0.00025,
22.967,5.09375,0.03283,2.34721,1.71254,0.16722,0.00128,0.00025,
22.968,5.09625,0.03304,3.10399,0.01874,0.16837,0.00128,0.00025,
22.969,5.09625,0.03346,3.09911,0.02851,0.1705,0.00128,0.00025,
22.97,5.09625,0.03346,2.7439,1.59843,0.1705,0.00128,0.00025,
22.971,5.0925,0.03346,1.67909,1.74834,0.17037,0.00128,0.00025,
22.972,5.0975,0.03283,3.05919,0.39839,0.16734,0.00128,0.00025,
22.973,5.095,0.03408,2.3284,1.14546,0.17365,0.00128,0.00025,
22.974,5.095,0.03387,1.83307,1.93165,0.17259,0.00128,0.00025,
22.975,5.095,0.03325,1.84203,2.05304,0.16939,0.00128,0.00025,
22.976,5.09625,0.03325,2.73249,0.17027,0.16943,0.00128,0.00025,
22.977,5.09625,0.03283,1.62288,1.09495,0.1673,0.00128,0.00025,
22.978,5.09125,0.03387,1.62288,1.09495,0.17246,0.00128,0.00025,
22.979,5.09375,0.03367,2.00416,0.03096,0.17148,0.00128,0.00025,
22.98,5.09375,0.03408,2.55734,1.25138,0.17361,0.00128,0.00025,
22.981,5.095,0.03304,2.10681,0.02444,0.16833,0.00128,0.00025,
22.982,5.095,0.03346,0.4823,2.42861,0.17046,0.00128,0.00025,
22.983,5.09125,0.03346,1.84366,0.92794,0.17033,0.00128,0.00025,
22.984,5.09125,0.03325,1.97646,0.02118,0.16927,0.00128,0.00025,
22.985,5.0975,0.03325,2.62333,1.78256,0.16948,0.00128,0.00025,
22.986,5.09625,0.03262,2.04245,2.22983,0.16624,0.00128,0.00025,
22.987,5.0925,0.03346,1.28641,0.01955,0.17037,0.00128,0.00025,
22.988,5.0925,0.03325,3.09911,0.01385,0.16931,0.00128,0.00025,
22.989,5.09375,0.03304,3.09911,0.01385,0.16829,0.00128,0.00025,
22.99,5.0925,0.03283,2.36428,2.49463,0.16718,0.00128,0.00025,
22.991,5.0925,0.03346,2.31458,1.3516,0.17037,0.00128,0.00025,
22.992,5.095,0.03346,1.57972,2.05958,0.17046,0.00128,0.00025,
22.993,5.095,0.03304,3.08855,0.92225,0.16833,0.00128,0.00025,
22.994,5.0925,0.03304,1.86486,1.983,0.16824,0.00128,0.00025,
22.995,5.095,0.03262,1.44203,0.97765,0.1662,0.00128,0.00025,
22.996,5.0975,0.03304,1.86975,0.05296,0.16841,0.00128,0.00025,
22.997,5.09375,0.03346,1.6506,0.14909,0.17042,0.00128,0.00025,
22.998,5.095,0.03346,2.0221,1.67748,0.17046,0.00128,0.00025,
22.999,5.095,0.03325,1.06401,1.90478,0.16939,0.00128,0.00025,
23.0,5.09,0.03325,1.06401,1.90478,0.16923,0.00128,0.00025,
23.001,5.09625,0.03304,2.33333,2.61767,0.16837,0.00128,0.00025,
23.002,5.09625,0.03304,1.01839,1.91946,0.16837,0.00128,0.00025,
23.003,5.095,0.03304,0.52875,2.20624,0.16833,0.00128,0.00025,
23.004,5.0925,0.03408,1.97975,0.02037,0.17357,0.00128,0.00025,
23.005,5.09625,0.03346,1.91131,0.28759,0.1705,0.00128,0.00025,
23.006,5.095,0.03304,1.78422,0.13198,0.16833,0.00128,0.00025,
23.007,5.095,0.03304,1.37034,1.20414,0.16833,0.00128,0.00025,
23.008,5.0925,0.03367,1.85347,0.01222,0.17144,0.00128,0.00025,
23.009,5.0925,0.03346,0.50105,2.72602,0.17037,0.00128,0.00025,
23.01,5.09375,0.03346,2.4702,0.14665,0.17042,0.00128,0.00025,
23.011,5.09375,0.03283,2.4702,0.14665,0.16722,0.00128,0.00025,
23.012,5.0925,0.03283,1.87799,0.5524,0.16718,0.00128,0.00025,
23.013,5.0975,0.03325,1.29789,1.46899,0.16948,0.00128,0.00025,
23.014,5.095,0.03367,0.75364,1.04287,0.17152,0.00128,0.00025,
23.015,5.0925,0.03304,0.74305,1.22375,0.16824,0.00128,0.00025,
23.016,5.0975,0.03304,2.98197,0.18984,0.16841,0.00128,0.00025,
23.017,5.0925,0.03304,1.11457,1.49995,0.16824,0.00128,0.00025,
23.018,5.095,0.03304,1.84051,0.01548,0.16833,0.00128,0.00025,
23.019,5.0925,0.03367,0.84163,2.19085,0.17144,0.00128,0.00025,
23.02,5.0925,0.03346,2.12567,0.10184,0.17037,0.00128,0.00025,
23.021,5.095,0.03346,1.00214,0.99155,0.17046,0.00128,0.00025,
23.022,5.095,0.03325,1.00214,0.99155,0.16939,0.00128,0.00025,
23.023,5.095,0.03346,1.63196,1.99127,0.17046,0.00128,0.00025,
23.024,5.09375,0.03367,1.23762,1.59692,0.17148,0.00128,0.00025,
23.025,5.09875,0.03346,1.78676,0.14666,0.17058,0.00128,0.00025,
23.026,5.09625,0.03325,2.20881,1.27102,0.16943,0.00128,0.00025,
23.027,5.0925,0.03304,2.15096,0.70558,0.16824,0.00128,0.00025,
23.028,5.095,0.03492,3.09526,1.07955,0.17792,0.00128,0.00025,
23.029,5.095,0.03304,2.23814,1.97986,0.16833,0.00128,0.00025,
23.03,5.095,0.03304,3.21422,0.20287,0.16833,0.00128,0.00025,
23.031,5.0975,0.03262,2.68951,1.81202,0.16628,0.00128,0.00025,
23.032,5.095,0.03346,1.96356,1.00378,0.17046,0.00128,0.00025,
23.033,5.09625,0.03346,1.96356,1.00378,0.1705,0.00128,0.00025,
23.034,5.0975,0.03325,0.68689,1.20999,0.16948,0.00128,0.00025,
23.035,5.09625,0.03304,2.09814,1.76732,0.16837,0.00128,0.00025,
23.036,5.095,0.03262,1.71762,1.17822,0.1662,0.00128,0.00025,
23.037,5.095,0.03346,1.33873,1.35014,0.17046,0.00128,0.00025,
23.038,5.095,0.03304,1.68258,1.54407,0.16833,0.00128,0.00025,
23.039,5.095,0.03304,1.21325,1.36481,0.16833,0.00128,0.00025,
23.04,5.095,0.03304,1.99384,1.12688,0.16833,0.00128,0.00025,
23.041,5.09375,0.03346,1.42673,0.04074,0.17042,0.00128,0.00025,
23.042,5.09375,0.03325,1.41288,0.022,0.16935,0.00128,0.00025,
23.043,5.0925,0.03304,2.1788,1.4911,0.16824,0.00128,0.00025,
23.044,5.0925,0.03346,2.1788,1.4911,0.17037,0.00128,0.00025,
23.045,5.09625,0.03304,1.35177,1.6671,0.16837,0.00128,0.00025,
23.046,5.09375,0.03346,2.35398,1.72251,0.17042,0.00128,0.00025,
23.047,5.09375,0.03304,1.44629,1.60354,0.16829,0.00128,0.00025,
23.048,5.09375,0.03304,2.50146,1.44466,0.16829,0.00128,0.00025,
23.049,5.09625,0.03262,2.32221,0.08474,0.16624,0.00128,0.00025,
23.05,5.09375,0.03346,1.50006,1.18799,0.17042,0.00128,0.00025,
23.051,5.0925,0.03367,2.22036,0.02119,0.17144,0.00128,0.00025,
23.052,5.095,0.03325,2.14376,0.02607,0.16939,0.00128,0.00025,
23.053,5.0925,0.03325,2.24561,0.066,0.16931,0.00128,0.00025,
23.054,5.09375,0.03262,3.00257,0.726,0.16616,0.00128,0.00025,
23.055,5.095,0.03325,3.00257,0.726,0.16939,0.00128,0.00025,
23.056,5.09375,0.03325,0.59644,1.76814,0.16935,0.00128,0.00025,
23.057,5.09375,0.03325,2.8934,1.58726,0.16935,0.00128,0.00025,
23.058,5.095,0.03325,1.67607,0.01141,0.16939,0.00128,0.00025,
23.059,5.095,0.03471,0.87511,1.43081,0.17685,0.00128,0.00025,
23.06,5.0975,0.03304,1.98651,0.14178,0.16841,0.00128,0.00025,
23.061,5.0925,0.03283,3.10281,0.02852,0.16718,0.00128,0.00025,
23.062,5.0925,0.03346,1.73229,0.14504,0.17037,0.00128,0.00025,
23.063,5.0925,0.03325,1.43081,2.42325,0.16931,0.00128,0.00025,
23.064,5.0925,0.03346,1.68911,0.15318,0.17037,0.00128,0.00025,
23.065,5.09625,0.03304,1.99548,2.01911,0.16837,0.00128,0.00025,
23.066,5.09625,0.03346,1.99548,2.01911,0.1705,0.00128,0.00025,
23.067,5.0925,0.03346,1.01118,1.98814,0.17037,0.00128,0.00025,
23.068,5.0925,0.03283,1.83985,1.36155,0.16718,0.00128,0.00025,
23.069,5.095,0.03304,2.02888,0.11081,0.16833,0.00128,0.00025,
23.07,5.09375,0.03283,1.54081,1.26622,0.16722,0.00128,0.00025,
23.071,5.095,0.03346,1.42348,0.04319,0.17046,0.00128,0.00025,
23.072,5.09375,0.03367,2.13155,0.02607,0.17148,0.00128,0.00025,
23.073,5.0925,0.03367,0.528,2.6791,0.17144,0.00128,0.00025,
23.074,5.09625,0.03346,2.7557,1.64429,0.1705,0.00128,0.00025,
23.075,5.09625,0.03346,1.35422,0.01874,0.1705,0.00128,0.00025,
23.076,5.09375,0.03346,3.03681,0.52474,0.17042,0.00128,0.00025,
23.077,5.0925,0.03304,3.03681,0.52474,0.16824,0.00128,0.00025,
23.078,5.09625,0.03325,2.92604,1.18313,0.16943,0.00128,0.00025,
23.079,5.09625,0.03367,2.27255,1.20594,0.17157,0.00128,0.00025,
23.08,5.09375,0.03367,1.8358,0.16948,0.17148,0.00128,0.00025,
23.081,5.09375,0.03304,1.64921,0.13526,0.16829,0.00128,0.00025,
23.082,5.0925,0.03325,1.39254,0.01711,0.16931,0.00128,0.00025,
23.083,5.0925,0.03283,2.12507,1.60521,0.16718,0.00128,0.00025,
23.084,5.0925,0.03346,3.15419,0.28274,0.17037,0.00128,0.00025,
23.085,5.09125,0.03346,2.9016,1.08861,0.17033,0.00128,0.00025,
23.086,5.09375,0.03325,1.4235,0.05541,0.16935,0.00128,0.00025,
23.087,5.095,0.03346,1.96536,0.44571,0.17046,0.00128,0.00025,
23.088,5.095,0.03346,1.96536,0.44571,0.17046,0.00128,0.00025,
23.089,5.0925,0.03304,3.12652,0.29497,0.16824,0.00128,0.00025,
23.09,5.09375,0.03325,1.55796,0.68528,0.16935,0.00128,0.00025,
23.091,5.0925,0.03346,1.94664,1.81138,0.17037,0.00128,0.00025,
23.092,5.09375,0.03304,1.69811,0.05867,0.16829,0.00128,0.00025,
23.093,5.09375,0.03387,0.71461,2.68243,0.17255,0.00128,0.00025,
23.094,5.09625,0.03387,2.18701,1.52374,0.17263,0.00128,0.00025,
23.095,5.09125,0.03325,2.18701,1.52374,0.16927,0.00128,0.00025,
23.096,5.0975,0.03346,2.15361,0.76757,0.17054,0.00128,0.00025,
23.097,5.09125,0.03304,1.64108,1.2467,0.1682,0.00128,0.00025,
23.098,5.0925,0.03387,2.73214,0.85069,0.1725,0.00128,0.00025,
23.099,5.095,0.03325,1.65004,0.14586,0.16939,0.00128,0.00025,
23.1,5.0975,0.03367,1.65004,0.14586,0.17161,0.00128,0.00025,
23.101,5.09625,0.03346,2.75739,1.38766,0.1705,0.00128,0.00025,
23.102,5.09625,0.03346,1.67448,1.26055,0.1705,0.00128,0.00025,
23.103,5.095,0.03346,2.00367,0.1206,0.17046,0.00128,0.00025,
23.104,5.095,0.03367,0.94276,1.90671,0.17152,0.00128,0.00025,
23.105,5.095,0.03262,1.44714,1.80893,0.1662,0.00128,0.00025,
23.106,5.0925,0.03367,2.1096,2.05908,0.17144,0.00128,0.00025,
23.107,5.095,0.03325,1.59952,0.0163,0.16939,0.00128,0.00025,
23.108,5.095,0.03408,2.18538,1.49033,0.17365,0.00128,0.00025,
23.109,5.095,0.03325,1.80567,1.09595,0.16939,0.00128,0.00025,
23.11,5.095,0.03283,2.15197,0.07415,0.16726,0.00128,0.00025,
23.111,5.095,0.03367,2.15197,0.07415,0.17152,0.00128,0.00025,
23.112,5.095,0.03367,2.01342,1.65245,0.17152,0.00128,0.00025,
23.113,5.09375,0.03283,1.13423,1.7649,0.16722,0.00128,0.00025,
23.114,5.09125,0.03346,2.03868,1.93683,0.17033,0.00128,0.00025,
23.115,5.09375,0.03304,2.1332,0.01711,0.16829,0.00128,0.00025,
23.116,5.095,0.03325,0.59808,2.28557,0.16939,0.00128,0.00025,
23.117,5.0925,0.03304,2.17394,1.40638,0.16824,0.00128,0.00025,
23.118,5.09375,0.03367,3.10202,0.02281,0.17148,0.00128,0.00025,
23.119,5.09375,0.03325,1.74453,1.93275,0.16935,0.00128,0.00025,
23.12,5.09375,0.03325,2.01994,0.87512,0.16935,0.00128,0.00025,
23.121,5.0925,0.03325,0.80749,1.03238,0.16931,0.00128,0.00025,
23.122,5.09125,0.03283,0.80749,1.03238,0.16714,0.00128,0.00025,
23.123,5.095,0.03429,2.92511,0.86531,0.17472,0.00128,0.00025,
