Time(s),VBUS(V),IBUS(A),D+(V),D-(V),PBUS(W),Energy(Wh),Capacity(Ah),
0.000,5.09750,0.00585,2.40957,1.17462,0.02984,0.00000,0.00000,
0.000,5.09875,0.00585,2.40957,1.17462,0.02985,0.00000,0.00000,
0.000,5.09750,0.00565,1.59280,1.10371,0.02878,0.00000,0.00000,
0.000,5.10000,0.00565,1.30505,0.02772,0.02879,0.00000,0.00000,
0.000,5.10000,0.00544,3.10001,0.02935,0.02773,0.00000,0.00000,
0.000,5.09750,0.00565,1.93679,0.00978,0.02878,0.00000,0.00000,
0.001,5.09875,0.00523,0.65619,1.13061,0.02665,0.00000,0.00000,
0.002,5.10125,0.00544,3.12039,0.53963,0.02773,0.00000,0.00000,
0.003,5.10125,0.00544,0.53555,2.41040,0.02773,0.00000,0.00000,
0.004,5.10125,0.00565,1.93272,0.79966,0.02880,0.00000,0.00000,
0.005,5.10250,0.00565,0.44344,2.69814,0.02881,0.00000,0.00000,
0.006,5.09875,0.00565,2.33459,0.01793,0.02879,0.00000,0.00000,
0.007,5.09750,0.00585,2.33459,0.01793,0.02984,0.00000,0.00000,
0.008,5.09875,0.00565,1.83327,0.47442,0.02879,0.00000,0.00000,
0.009,5.09875,0.00565,2.20579,0.01712,0.02879,0.00000,0.00000,
0.010,5.10000,0.00565,1.64008,0.02201,0.02879,0.00000,0.00000,
0.011,5.09875,0.00606,2.11857,0.01549,0.03092,0.00000,0.00000,
0.012,5.09750,0.00544,3.18723,0.01304,0.02771,0.00000,0.00000,
0.013,5.09750,0.00585,3.11142,0.11494,0.02984,0.00000,0.00000,
0.014,5.10000,0.00585,2.86769,1.18441,0.02986,0.00000,0.00000,
0.015,5.09750,0.00481,3.11794,0.12553,0.02452,0.00000,0.00000,
0.016,5.09625,0.00627,0.66679,1.19093,0.03197,0.00000,0.00000,
0.017,5.10125,0.00606,1.06947,1.63030,0.03093,0.00000,0.00000,
0.018,5.10000,0.00585,1.06947,1.63030,0.02986,0.00000,0.00000,
0.019,5.10000,0.00523,2.11205,0.79314,0.02666,0.00000,0.00000,
0.020,5.09875,0.00544,3.11957,0.14347,0.02772,0.00000,0.00000,
0.021,5.10250,0.00502,0.80211,1.14202,0.02561,0.00000,0.00000,
0.022,5.10250,0.00544,1.52922,0.01630,0.02774,0.00000,0.00000,
0.023,5.09875,0.00544,3.11631,0.64886,0.02772,0.00000,0.00000,
0.024,5.09875,0.00481,1.24473,1.43385,0.02452,0.00000,0.00000,
0.025,5.10000,0.00585,3.15136,0.00571,0.02986,0.00000,0.00000,
0.026,5.10125,0.00544,1.89929,1.14121,0.02773,0.00000,0.00000,
0.027,5.09750,0.00481,2.94839,0.76053,0.02452,0.00000,0.00000,
0.028,5.10125,0.00544,3.05762,0.34155,0.02773,0.00000,0.00000,
0.029,5.09875,0.00565,3.05762,0.34155,0.02879,0.00000,0.00000,
0.030,5.09875,0.00523,1.70611,2.96959,0.02665,0.00000,0.00000,
0.031,5.09875,0.00585,2.09004,0.00815,0.02985,0.00000,0.00000,
0.032,5.09875,0.00585,3.10409,0.04891,0.02985,0.00000,0.00000,
0.033,5.09875,0.00502,1.82186,0.04565,0.02559,0.00000,0.00000,
0.034,5.09875,0.00565,3.01687,1.86751,0.02879,0.00000,0.00000,
0.035,5.10125,0.00585,2.18379,0.72793,0.02987,0.00000,0.00000,
0.036,5.09875,0.00565,3.10165,0.94476,0.02879,0.00000,0.00000,
0.037,5.09750,0.00565,1.45993,0.71978,0.02878,0.00000,0.00000,
0.038,5.09750,0.00544,2.65494,1.61481,0.02771,0.00000,0.00000,
0.039,5.09750,0.00544,3.12121,0.15243,0.02771,0.00000,0.00000,
