Time(s),VBUS(V),IBUS(A),D+(V),D-(V),PBUS(W),Energy(Wh),Capacity(Ah),
0.000,5.10000,0.00753,3.05888,0.01549,0.03839,0.00000,0.00000,
0.000,5.09875,0.00753,3.05888,0.01549,0.03838,0.00000,0.00000,
0.000,5.09875,0.00774,3.06132,0.01712,0.03945,0.00000,0.00000,
0.000,5.10125,0.00669,3.05643,0.01794,0.03413,0.00000,0.00000,
0.000,5.10000,0.00774,3.05480,0.02120,0.03946,0.00000,0.00000,
0.000,5.09625,0.00774,3.05643,0.01549,0.03943,0.00000,0.00000,
0.000,5.09750,0.00711,3.05725,0.02283,0.03624,0.00000,0.00000,
0.001,5.09750,0.00732,3.05725,0.01712,0.03731,0.00000,0.00000,
0.002,5.09750,0.00815,3.05561,0.01386,0.04157,0.00000,0.00000,
0.003,5.09875,0.00815,3.05398,0.01957,0.04158,0.00000,0.00000,
0.004,5.09875,0.00753,3.05888,0.01875,0.03838,0.00000,0.00000,
0.005,5.09875,0.00690,3.05725,0.02364,0.03518,0.00000,0.00000,
0.006,5.10000,0.00732,3.05725,0.02364,0.03732,0.00000,0.00000,
0.007,5.10125,0.00711,3.06377,0.01712,0.03627,0.00000,0.00000,
0.008,5.09750,0.00732,3.05480,0.02201,0.03731,0.00000,0.00000,
0.009,5.09875,0.00753,3.05969,0.01794,0.03838,0.00000,0.00000,
0.010,5.09875,0.00648,3.05806,0.02201,0.03305,0.00000,0.00000,
0.011,5.09875,0.00690,3.05562,0.01794,0.03518,0.00000,0.00000,
0.012,5.09875,0.00690,3.05399,0.01875,0.03518,0.00000,0.00000,
0.013,5.09750,0.00732,3.05562,0.00978,0.03731,0.00000,0.00000,
0.014,5.09750,0.00774,3.06051,0.01794,0.03944,0.00000,0.00000,
0.015,5.09875,0.00753,3.05562,0.01875,0.03838,0.00000,0.00000,
0.016,5.09625,0.00836,3.05643,0.01141,0.04262,0.00000,0.00000,
0.017,5.10000,0.00711,3.05643,0.01141,0.03626,0.00000,0.00000,
0.018,5.09750,0.00857,3.05970,0.00571,0.04370,0.00000,0.00000,
0.019,5.09625,0.00774,3.05889,0.01957,0.03943,0.00000,0.00000,
0.020,5.09875,0.00669,3.05726,0.01304,0.03412,0.00000,0.00000,
0.021,5.09875,0.00669,3.05563,0.00978,0.03412,0.00000,0.00000,
0.022,5.09750,0.00774,3.05563,0.01141,0.03944,0.00000,0.00000,
0.023,5.09750,0.00774,3.05481,0.01631,0.03944,0.00000,0.00000,
0.024,5.09750,0.00627,3.05807,0.01875,0.03198,0.00000,0.00000,
0.025,5.09500,0.00774,3.05481,0.02038,0.03942,0.00000,0.00000,
0.026,5.09625,0.00669,3.05481,0.01467,0.03410,0.00000,0.00000,
0.027,5.09750,0.00774,3.05644,0.01386,0.03944,0.00000,0.00000,
0.028,5.09750,0.00690,3.05644,0.01386,0.03517,0.00000,0.00000,
0.029,5.09875,0.00627,3.05972,0.01957,0.03198,0.00000,0.00000,
0.030,5.09875,0.00732,3.05646,0.01631,0.03732,0.00000,0.00000,
0.031,5.09625,0.00732,3.05646,0.01712,0.03730,0.00000,0.00000,
0.032,5.09875,0.00669,3.05482,0.01875,0.03412,0.00000,0.00000,
0.033,5.09750,0.00753,3.05890,0.01631,0.03837,0.00000,0.00000,
0.034,5.09875,0.00753,3.05972,0.01794,0.03838,0.00000,0.00000,
0.035,5.09875,0.00795,3.05646,0.01141,0.04051,0.00000,0.00000,
0.036,5.09625,0.00669,3.05564,0.01304,0.03410,0.00000,0.00000,
0.037,5.09625,0.00690,3.05646,0.01631,0.03517,0.00000,0.00000,
0.038,5.09875,0.00648,3.05646,0.02283,0.03305,0.00000,0.00000,
0.039,5.09875,0.00711,3.05646,0.02283,0.03625,0.00000,0.00000,
0.040,5.10000,0.00711,3.06059,0.01468,0.03626,0.00000,0.00000,
0.041,5.09875,0.00732,3.05488,0.01875,0.03732,0.00000,0.00000,
0.042,5.09875,0.00606,3.05733,0.01304,0.03092,0.00000,0.00000,
0.043,5.09750,0.00732,3.05652,0.01304,0.03731,0.00000,0.00000,
0.044,5.09750,0.00836,3.05896,0.01794,0.04264,0.00000,0.00000,
0.045,5.09875,0.00669,3.05652,0.01631,0.03412,0.00000,0.00000,
0.046,5.09875,0.00774,3.05896,0.01549,0.03945,0.00000,0.00000,
0.047,5.10000,0.00774,3.06141,0.02120,0.03946,0.00000,0.00000,
0.048,5.10000,0.00732,3.05733,0.01386,0.03732,0.00000,0.00000,
0.049,5.09625,0.00732,3.05896,0.01631,0.03730,0.00000,0.00000,
0.050,5.09750,0.00795,3.05896,0.01631,0.04050,0.00000,0.00000,
0.051,5.09625,0.00815,3.05920,0.02120,0.04156,0.00000,0.00000,
0.052,5.10000,0.00774,3.05676,0.02120,0.03946,0.00000,0.00000,
0.053,5.09875,0.00795,3.05513,0.02120,0.04051,0.00000,0.00000,
0.054,5.10000,0.00753,3.05920,0.01549,0.03839,0.00000,0.00000,
0.055,5.09750,0.00690,3.05920,0.01631,0.03517,0.00000,0.00000,
0.056,5.09500,0.00774,3.05839,0.01549,0.03942,0.00000,0.00000,
0.057,5.09500,0.00606,3.05839,0.02120,0.03090,0.00000,0.00000,
0.058,5.09625,0.00606,3.05431,0.02283,0.03090,0.00000,0.00000,
