Time(s),VBUS(V),IBUS(A),D+(V),D-(V),PBUS(W),Energy(Wh),Capacity(Ah),Unnamed: 8
7.394,5.09875,0.01966,1.92065,1.10625,0.10022,6e-05,1e-05,
7.424,5.095,0.02739,3.12036,0.00978,0.13956,6e-05,1e-05,
7.425,5.09375,0.0368,0.43773,1.55774,0.18746,6e-05,1e-05,
7.641,5.0925,0.04496,1.73115,1.25027,0.22894,7e-05,1e-05,
7.655,5.0925,0.03638,0.82075,2.80458,0.18528,7e-05,1e-05,
37.799,5.09625,0.03471,3.09921,0.01793,0.17689,0.00157,0.00031,
