Time(s),VBUS(V),IBUS(A),D+(V),D-(V),PBUS(W),Energy(Wh),Capacity(Ah),Unnamed: 8
7.939,5.095,0.01443,1.70913,0.02119,0.07351,6e-05,1e-05,
7.94,5.09875,0.02007,2.99607,1.908,0.10235,6e-05,1e-05,
7.97,5.09375,0.03764,3.21532,0.21843,0.19172,6e-05,1e-05,
8.201,5.0925,0.03994,2.55394,2.09921,0.20338,8e-05,1e-05,
38.345,5.095,0.03346,1.40386,1.7642,0.17046,0.00158,0.00031,
